ISO,District,Sales
VN-D800,Huyện Thạnh Hóa (Tây Ninh),100
VN-D801,Huyện Đức Huệ (Tây Ninh),100
VN-D464,Huyện Vĩnh Linh (Quảng Trị),100
VN-D691,Huyện Bù Gia Mập (Đồng Nai),100
VN-D688,Thị xã Phước Long (Đồng Nai),100
VN-D602,Huyện Phú Quí (Lâm Đồng),100
VN-D608,Thành phố Kon Tum (Quảng Ngãi),100
VN-D737,Huyện Trảng Bom (Đồng Nai),100
VN-D721,Thị xã Bến Cát (Hồ Chí Minh),100
VN-D719,Huyện Bàu Bàng (Hồ Chí Minh),100
VN-D870,Huyện Hồng Ngự (Đồng Tháp),100
VN-D868,Thị xã Hồng Ngự (Đồng Tháp),100
VN-D932,Huyện Châu Thành A (Cần Thơ),100
VN-D927,Huyện Thới Lai (Cần Thơ),100
VN-D834,Huyện Giồng Trôm (Vĩnh Long),100
VN-D201,Huyện Hải Hà (Quảng Ninh),100
VN-D783,Huyện Củ Chi (Hồ Chí Minh),100
VN-D139,Huyện Trạm Tấu (Lào Cai),100
VN-D140,Huyện Văn Chấn (Lào Cai),100
VN-D325,Huyện Văn Lâm (Hưng Yên),100
VN-D340,Huyện Đông Hưng (Hưng Yên),100
VN-D610,Huyện Đắk Glei (Quảng Ngãi),100
VN-D611,Huyện Ngọc Hồi (Quảng Ngãi),100
VN-D612,Huyện Đắk Tô (Quảng Ngãi),100
VN-D617,Huyện Tu Mơ Rông (Quảng Ngãi),100
VN-D184,Huyện Văn Quan (Lạng Sơn),100
VN-D198,Huyện Bình Liêu (Quảng Ninh),100
VN-D232,Huyện Thanh Ba (Phú Thọ),100
VN-D291,Huyện Nam Sách (Hải Phòng),100
VN-D290,Thị xã Chí Linh (Hải Phòng),100
VN-D776,Quận 8 (Hồ Chí Minh),100
VN-D785,Huyện Bình Chánh (Hồ Chí Minh),100
VN-D805,Huyện Tân Trụ (Tây Ninh),100
VN-D775,Quận 6 (Hồ Chí Minh),100
VN-D693,Huyện Bù Đốp (Đồng Nai),100
VN-D457,Huyện Lệ Thủy (Quảng Trị),100
VN-D724,Thị xã Dĩ An (Hồ Chí Minh),100
VN-D518,Huyện Phú Ninh (Đà Nẵng),100
VN-D941,Thành phố Sóc Trăng (Cần Thơ),100
VN-D943,Huyện Kế Sách (Cần Thơ),100
VN-D946,Huyện Long Phú (Cần Thơ),100
VN-D951,Huyện Trần Đề (Cần Thơ),100
VN-D831,Huyện Châu Thành (Vĩnh Long),100
VN-D638,Huyện Phú Thiện (Gia Lai),100
VN-D624,Thị xã Ayun Pa (Gia Lai),100
VN-D851,Thị xã Duyên Hải (Vĩnh Long),100
VN-D891,Huyện Tri Tôn (An Giang),100
VN-D650,Huyện Krông Năng (Đắk Lắk),100
VN-D222,Huyện Việt Yên (Bắc Ninh),100
VN-D647,Huyện Buôn Đôn (Đắk Lắk),100
VN-D456,Huyện Quảng Ninh (Quảng Trị),100
VN-D618,Huyện Ia H' Drai (Quảng Ngãi),100
VN-D616,Huyện Sa Thầy (Quảng Ngãi),100
VN-D710,Huyện Gò Dầu (Tây Ninh),100
VN-D247,Huyện Tam Dương (Phú Thọ),100
VN-D248,Huyện Tam Đảo (Phú Thọ),100
VN-D243,Thành phố Vĩnh Yên (Phú Thọ),100
VN-D244,Thị xã Phúc Yên (Phú Thọ),100
VN-D246,Huyện Lập Thạch (Phú Thọ),100
VN-D253,Huyện Sông Lô (Phú Thọ),100
VN-D507,Thị xã Điện Bàn (Đà Nẵng),100
VN-D666,Huyện Đắk R'Lấp (Lâm Đồng),100
VN-D910,Huyện Vĩnh Thuận (An Giang),100
VN-D913,Huyện U Minh Thượng (An Giang),100
VN-D692,Huyện Lộc Ninh (Đồng Nai),100
VN-D937,Thị xã Long Mỹ (Cần Thơ),100
VN-D936,Huyện Long Mỹ (Cần Thơ),100
VN-D571,Huyện Vạn Ninh (Khánh Hòa),100
VN-D572,Thị xã Ninh Hòa (Khánh Hòa),100
VN-D829,Thành phố Bến Tre (Vĩnh Long),100
VN-D627,Huyện Chư Păh (Gia Lai),100
VN-D628,Huyện Ia Grai (Gia Lai),100
VN-D294,Huyện Thanh Hà (Hải Phòng),100
VN-D295,Huyện Cẩm Giàng (Hải Phòng),100
VN-D558,Huyện Đồng Xuân (Đắk Lắk),100
VN-D559,Huyện Tuy An (Đắk Lắk),100
VN-D672,Thành phố Đà Lạt (Lâm Đồng),100
VN-D873,Huyện Cao Lãnh (Đồng Tháp),100
VN-D877,Huyện Châu Thành (Đồng Tháp),100
VN-D883,Thành phố Long Xuyên (An Giang),100
VN-D886,Huyện An Phú (An Giang),100
VN-D908,Huyện An Biên (An Giang),100
VN-D909,Huyện An Minh (An Giang),100
VN-D806,Huyện Cần Đước (Tây Ninh),100
VN-D961,Huyện Hoà Bình (Cà Mau),100
VN-D959,Thị xã Giá Rai (Cà Mau),100
VN-D935,Huyện Vị Thuỷ (Cần Thơ),100
VN-D360,Huyện Ý Yên (Ninh Bình),100
VN-D970,Huyện Đầm Dơi (Cà Mau),100
VN-D491,Quận Thanh Khê (Đà Nẵng),100
VN-D492,Quận Hải Châu (Đà Nẵng),100
VN-D495,Quận Cẩm Lệ (Đà Nẵng),100
VN-D493,Quận Sơn Trà (Đà Nẵng),100
VN-D494,Quận Ngũ Hành Sơn (Đà Nẵng),100
VN-D497,Huyện Hòa Vang (Đà Nẵng),100
VN-D855,Thành phố Vĩnh Long (Vĩnh Long),100
VN-D633,Huyện Chư Sê (Gia Lai),100
VN-D341,Huyện Thái Thụy (Hưng Yên),100
VN-D362,Huyện Nam Trực (Ninh Bình),100
VN-D363,Huyện Trực Ninh (Ninh Bình),100
VN-D683,Huyện Cát Tiên (Lâm Đồng),100
VN-D306,Quận Hải An (Hải Phòng),100
VN-D307,Quận Kiến An (Hải Phòng),100
VN-D505,Huyện Đông Giang (Đà Nẵng),100
VN-D413,Thị xã Cửa Lò (Nghệ An),100
VN-D415,Huyện Quế Phong (Nghệ An),100
VN-D416,Huyện Quỳ Châu (Nghệ An),100
VN-D732,Thị xã Long Khánh (Đồng Nai),100
VN-D919,Quận Cái Răng (Cần Thơ),100
VN-D924,Huyện Vĩnh Thạnh (Cần Thơ),100
VN-D631,Huyện Đức Cơ (Gia Lai),100
VN-D632,Huyện Chư Prông (Gia Lai),100
VN-D639,Huyện Chư Pưh (Gia Lai),100
VN-D689,Thị xã Đồng Xoài (Đồng Nai),100
VN-D690,Thị xã Bình Long (Đồng Nai),100
VN-D705,Huyện Tân Biên (Tây Ninh),100
VN-D374,Huyện Hoa Lư (Ninh Bình),100
VN-D911,Huyện Phú Quốc (An Giang),100
VN-D912,Huyện Kiên Hải (An Giang),100
VN-D398,Huyện Thiệu Hóa (Thanh Hóa),100
VN-D401,Huyện Nga Sơn (Thanh Hóa),100
VN-D402,Huyện Như Xuân (Thanh Hóa),100
VN-D441,Huyện Vũ Quang (Hà Tĩnh),100
VN-D468,Huyện Cam Lộ (Quảng Trị),100
VN-D771,Quận 10 (Hồ Chí Minh),100
VN-D773,Quận 4 (Hồ Chí Minh),100
VN-D561,Huyện Sông Hinh (Đắk Lắk),100
VN-D741,Huyện Xuân Lộc (Đồng Nai),100
VN-D657,Huyện Cư Kuin (Đắk Lắk),100
VN-D655,Huyện Krông A Na (Đắk Lắk),100
VN-D656,Huyện Lắk (Đắk Lắk),100
VN-D674,Huyện Đam Rông (Lâm Đồng),100
VN-D676,Huyện Lâm Hà (Lâm Đồng),100
VN-D677,Huyện Đơn Dương (Lâm Đồng),100
VN-D767,Quận Tân Phú (Hồ Chí Minh),100
VN-D768,Quận Phú Nhuận (Hồ Chí Minh),100
VN-D821,Huyện Châu Thành (Đồng Tháp),100
VN-D944,Huyện Mỹ Tú (Cần Thơ),100
VN-D892,Huyện Châu Thành (An Giang),100
VN-D844,Huyện Càng Long (Vĩnh Long),100
VN-D845,Huyện Cầu Kè (Vĩnh Long),100
VN-D846,Huyện Tiểu Cần (Vĩnh Long),100
VN-D422,Huyện Con Cuông (Nghệ An),100
VN-D712,Huyện Trảng Bàng (Tây Ninh),100
VN-D630,Huyện Kông Chro (Gia Lai),100
VN-D703,Thành phố Tây Ninh (Tây Ninh),100
VN-D769,Quận 2 (Hồ Chí Minh),100
VN-D682,Huyện Đạ Tẻh (Lâm Đồng),100
VN-D453,Huyện Tuyên Hóa (Quảng Trị),100
VN-D436,Thành phố Hà Tĩnh (Hà Tĩnh),100
VN-D461,Thành phố Đông Hà (Quảng Trị),100
VN-D599,Huyện Tánh Linh (Lâm Đồng),100
VN-D808,Huyện Châu Thành (Tây Ninh),100
VN-D815,Thành phố Mỹ Tho (Đồng Tháp),100
VN-D531,Huyện Minh Long (Quảng Ngãi),100
VN-D968,Huyện Trần Văn Thời (Cà Mau),100
VN-D969,Huyện Cái Nước (Cà Mau),100
VN-D857,Huyện Long Hồ (Vĩnh Long),100
VN-D734,Huyện Tân Phú (Đồng Nai),100
VN-D837,Huyện Thạnh Phú (Vĩnh Long),100
VN-D858,Huyện Mang Thít (Vĩnh Long),100
VN-D512,Huyện Hiệp Đức (Đà Nẵng),100
VN-D535,Huyện Ba Tơ (Quảng Ngãi),100
VN-D536,Huyện Lý Sơn (Quảng Ngãi),100
VN-D542,Huyện An Lão (Gia Lai),100
VN-D543,Huyện Hoài Nhơn (Gia Lai),100
VN-D589,Huyện Thuận Nam (Khánh Hòa),100
VN-D587,Huyện Ninh Phước (Khánh Hòa),100
VN-D735,Huyện Vĩnh Cửu (Đồng Nai),100
VN-D557,Thị xã Sông Cầu (Đắk Lắk),100
VN-D842,Thành phố Trà Vinh (Vĩnh Long),100
VN-D651,Huyện Ea Kar (Đắk Lắk),100
VN-D706,Huyện Tân Châu (Tây Ninh),100
VN-D707,Huyện Dương Minh Châu (Tây Ninh),100
VN-D742,Huyện Nhơn Trạch (Đồng Nai),100
VN-D866,Thành phố Cao Lãnh (Đồng Tháp),100
VN-D893,Huyện Chợ Mới (An Giang),100
VN-D613,Huyện Kon Plông (Quảng Ngãi),100
VN-D802,Huyện Đức Hòa (Tây Ninh),100
VN-D871,Huyện Tam Nông (Đồng Tháp),100
VN-D872,Huyện Tháp Mười (Đồng Tháp),100
VN-D652,Huyện M'Đrắk (Đắk Lắk),100
VN-D711,Huyện Bến Cầu (Tây Ninh),100
VN-D894,Huyện Thoại Sơn (An Giang),100
VN-D614,Huyện Kon Rẫy (Quảng Ngãi),100
VN-D615,Huyện Đắk Hà (Quảng Ngãi),100
VN-D623,Thị xã An Khê (Gia Lai),100
VN-D679,Huyện Di Linh (Lâm Đồng),100
VN-D916,Quận Ninh Kiều (Cần Thơ),100
VN-D917,Quận Ô Môn (Cần Thơ),100
VN-D918,Quận Bình Thuỷ (Cần Thơ),100
VN-D680,Huyện Bảo Lâm (Lâm Đồng),100
VN-D634,Huyện Đăk Pơ (Gia Lai),100
VN-D635,Huyện Ia Pa (Gia Lai),100
VN-D660,Thị xã Gia Nghĩa (Lâm Đồng),100
VN-D661,Huyện Đăk Glong (Lâm Đồng),100
VN-D662,Huyện Cư Jút (Lâm Đồng),100
VN-D663,Huyện Đắk Mil (Lâm Đồng),100
VN-D673,Thành phố Bảo Lộc (Lâm Đồng),100
VN-D675,Huyện Lạc Dương (Lâm Đồng),100
VN-D678,Huyện Đức Trọng (Lâm Đồng),100
VN-D752,Huyện Long Điền (Hồ Chí Minh),100
VN-D753,Huyện Đất Đỏ (Hồ Chí Minh),100
VN-D765,Quận Bình Thạnh (Hồ Chí Minh),100
VN-D766,Quận Tân Bình (Hồ Chí Minh),100
VN-D947,Huyện Mỹ Xuyên (Cần Thơ),100
VN-D784,Huyện Hóc Môn (Hồ Chí Minh),100
VN-D884,Thành phố Châu Đốc (An Giang),100
VN-D859,Huyện Vũng Liêm (Vĩnh Long),100
VN-D926,Huyện Phong Điền (Cần Thơ),100
VN-D930,Thành phố Vị Thanh (Cần Thơ),100
VN-D931,Thị xã Ngã Bảy (Cần Thơ),100
VN-D945,Huyện Cù Lao Dung (Cần Thơ),100
VN-D948,Thị xã Ngã Năm (Cần Thơ),100
VN-D949,Huyện Thạnh Trị (Cần Thơ),100
VN-D950,Thị xã Vĩnh Châu (Cần Thơ),100
VN-D958,Huyện Vĩnh Lợi (Cà Mau),100
VN-D960,Huyện Đông Hải (Cà Mau),100
VN-D971,Huyện Năm Căn (Cà Mau),100
VN-D972,Huyện Phú Tân (Cà Mau),100
VN-D973,Huyện Ngọc Hiển (Cà Mau),100
VN-D755,Huyện Côn Đảo (Hồ Chí Minh),100
VN-D498,Huyện Hoàng Sa (Đà Nẵng),100
